,UF,PA_MUNPCN,PA_CMP,PA_QTDPRO,PA_QTDAPR
97209,RJ,330414,202403,3987,3987
97210,RJ,330414,202404,3960,3960
97211,RJ,330414,202405,4408,4337
97212,RJ,330414,202406,4599,4599
97213,RJ,330414,202407,4985,4985
97214,RJ,330414,202408,4573,4566
97215,RJ,330414,202409,4604,4602
97216,RJ,330414,202410,5054,5054
97217,RJ,330414,202411,5253,5244
97218,RJ,330414,202412,4863,4863
97219,RJ,330415,202201,33,33
97220,RJ,330415,202202,33,33
97221,RJ,330415,202203,54,54
97222,RJ,330415,202204,47,47
97223,RJ,330415,202205,43,43
97224,RJ,330415,202206,38,38
97225,RJ,330415,202207,28,28
97226,RJ,330415,202208,42,42
97227,RJ,330415,202209,51,51
97228,RJ,330415,202210,51,51
97229,RJ,330415,202211,54,54
97230,RJ,330415,202212,41,41
97231,RJ,330415,202301,84,84
97232,RJ,330415,202302,59,59
97233,RJ,330415,202303,117,117
97234,RJ,330415,202304,65,65
97235,RJ,330415,202305,99,99
97236,RJ,330415,202306,88,88
97237,RJ,330415,202307,119,119
97238,RJ,330415,202308,101,101
97239,RJ,330415,202309,94,90
97240,RJ,330415,202310,104,103
97241,RJ,330415,202311,120,120
97242,RJ,330415,202312,119,119
97243,RJ,330415,202401,123,123
97244,RJ,330415,202402,115,115
97245,RJ,330415,202403,139,139
97246,RJ,330415,202404,118,118
97247,RJ,330415,202405,128,128
97248,RJ,330415,202406,146,146
97249,RJ,330415,202407,179,179
97250,RJ,330415,202408,121,121
97251,RJ,330415,202409,127,127
97252,RJ,330415,202410,103,103
97253,RJ,330415,202411,121,121
97254,RJ,330415,202412,197,196
97255,RJ,330420,202201,75,75
97256,RJ,330420,202202,65,65
97257,RJ,330420,202203,120,120
97258,RJ,330420,202204,126,126
97259,RJ,330420,202205,106,106
97260,RJ,330420,202206,130,130
97261,RJ,330420,202207,172,172
97262,RJ,330420,202208,271,271
97263,RJ,330420,202209,258,258
97264,RJ,330420,202210,263,263
97265,RJ,330420,202211,194,194
97266,RJ,330420,202212,324,324
97267,RJ,330420,202301,293,293
97268,RJ,330420,202302,326,326
97269,RJ,330420,202303,411,411
97270,RJ,330420,202304,419,419
97271,RJ,330420,202305,731,731
97272,RJ,330420,202306,841,841
97273,RJ,330420,202307,1084,1084
97274,RJ,330420,202308,1151,1151
97275,RJ,330420,202309,1145,1145
97276,RJ,330420,202310,1161,1161
97277,RJ,330420,202311,865,865
97278,RJ,330420,202312,819,799
97279,RJ,330420,202401,133,133
97280,RJ,330420,202402,1113,1113
97281,RJ,330420,202403,1097,1097
97282,RJ,330420,202404,1143,1143
97283,RJ,330420,202405,1264,1264
97284,RJ,330420,202406,1011,1011
97285,RJ,330420,202407,1246,1246
97286,RJ,330420,202408,1074,1074
97287,RJ,330420,202409,962,962
97288,RJ,330420,202410,1546,1546
97289,RJ,330420,202411,1430,1430
97290,RJ,330420,202412,1045,1041
97291,RJ,330430,202112,1,1
97292,RJ,330430,202201,71,71
97293,RJ,330430,202202,98,98
97294,RJ,330430,202203,125,113
97295,RJ,330430,202204,138,118
97296,RJ,330430,202205,120,105
97297,RJ,330430,202206,166,166
97298,RJ,330430,202207,116,116
97299,RJ,330430,202208,114,114
97300,RJ,330430,202209,139,139
97301,RJ,330430,202210,148,148
97302,RJ,330430,202211,142,82
97303,RJ,330430,202212,193,193
97304,RJ,330430,202301,172,172
97305,RJ,330430,202302,146,146
97306,RJ,330430,202303,173,169
97307,RJ,330430,202304,99,99
97308,RJ,330430,202305,82,82
97309,RJ,330430,202306,175,175
97310,RJ,330430,202307,262,262
97311,RJ,330430,202308,221,209
97312,RJ,330430,202309,248,248
97313,RJ,330430,202310,248,248
97314,RJ,330430,202311,299,299
97315,RJ,330430,202312,218,218
97316,RJ,330430,202401,35,35
97317,RJ,330430,202402,227,227
97318,RJ,330430,202403,244,244
97319,RJ,330430,202404,234,234
97320,RJ,330430,202405,294,292
97321,RJ,330430,202406,288,288
97322,RJ,330430,202407,356,356
97323,RJ,330430,202408,287,287
97324,RJ,330430,202409,413,413
97325,RJ,330430,202410,478,478
97326,RJ,330430,202411,468,468
97327,RJ,330430,202412,528,528
97328,RJ,330440,202201,33,33
97329,RJ,330440,202202,156,156
97330,RJ,330440,202203,149,149
97331,RJ,330440,202204,159,159
97332,RJ,330440,202205,194,194
97333,RJ,330440,202206,34,34
97334,RJ,330440,202207,12,12
97335,RJ,330440,202208,118,118
97336,RJ,330440,202209,151,151
97337,RJ,330440,202210,98,98
97338,RJ,330440,202211,164,164
97339,RJ,330440,202212,167,167
97340,RJ,330440,202301,201,201
97341,RJ,330440,202302,172,172
97342,RJ,330440,202303,190,190
97343,RJ,330440,202304,191,191
97344,RJ,330440,202305,282,282
97345,RJ,330440,202306,278,278
97346,RJ,330440,202307,232,232
97347,RJ,330440,202308,233,233
97348,RJ,330440,202309,319,319
97349,RJ,330440,202310,420,420
97350,RJ,330440,202311,419,419
97351,RJ,330440,202312,413,413
97352,RJ,330440,202401,123,123
97353,RJ,330440,202402,419,419
97354,RJ,330440,202403,419,419
97355,RJ,330440,202404,490,490
97356,RJ,330440,202405,545,545
97357,RJ,330440,202406,542,542
97358,RJ,330440,202407,552,552
97359,RJ,330440,202408,347,347
97360,RJ,330440,202409,119,119
97361,RJ,330440,202410,672,672
97362,RJ,330440,202411,624,624
97363,RJ,330440,202412,120,120
97364,RJ,330450,202112,89,46
97365,RJ,330450,202201,50,50
97366,RJ,330450,202202,9,9
97367,RJ,330450,202203,51,51
97368,RJ,330450,202204,62,62
97369,RJ,330450,202205,65,65
97370,RJ,330450,202206,47,47
97371,RJ,330450,202207,41,41
97372,RJ,330450,202208,54,54
97373,RJ,330450,202209,57,57
97374,RJ,330450,202210,70,70
97375,RJ,330450,202211,47,47
97376,RJ,330450,202212,54,54
97377,RJ,330450,202301,6,6
97378,RJ,330450,202302,3,3
97379,RJ,330450,202303,4,4
97380,RJ,330450,202304,3,3
97381,RJ,330450,202305,7,7
97382,RJ,330450,202306,8,8
97383,RJ,330450,202307,2,2
97384,RJ,330450,202308,3,3
97385,RJ,330450,202309,21,21
97386,RJ,330450,202310,22,22
97387,RJ,330450,202311,11,11
97388,RJ,330450,202312,30,30
97389,RJ,330450,202401,5,5
97390,RJ,330450,202402,22,22
97391,RJ,330450,202403,7,7
97392,RJ,330450,202404,2,2
97393,RJ,330450,202405,19,19
97394,RJ,330450,202406,25,25
97395,RJ,330450,202407,17,17
97396,RJ,330450,202408,34,34
97397,RJ,330450,202409,40,40
97398,RJ,330450,202410,63,63
97399,RJ,330450,202411,65,65
97400,RJ,330450,202412,84,84
97401,RJ,330452,202112,1,1
97402,RJ,330452,202201,78,72
97403,RJ,330452,202202,128,127
97404,RJ,330452,202203,171,164
97405,RJ,330452,202204,163,160
97406,RJ,330452,202205,239,208
97407,RJ,330452,202206,314,314
97408,RJ,330452,202207,232,232
97409,RJ,330452,202208,217,217
97410,RJ,330452,202209,217,217
97411,RJ,330452,202210,213,213
97412,RJ,330452,202211,178,178
97413,RJ,330452,202212,162,162
97414,RJ,330452,202301,159,159
97415,RJ,330452,202302,236,236
97416,RJ,330452,202303,306,306
97417,RJ,330452,202304,241,241
97418,RJ,330452,202305,265,257
97419,RJ,330452,202306,305,294
97420,RJ,330452,202307,222,222
97421,RJ,330452,202308,342,342
97422,RJ,330452,202309,396,396
97423,RJ,330452,202310,448,447
97424,RJ,330452,202311,258,258
97425,RJ,330452,202312,390,390
97426,RJ,330452,202401,321,321
97427,RJ,330452,202402,500,500
97428,RJ,330452,202403,573,573
97429,RJ,330452,202404,516,496
97430,RJ,330452,202405,542,542
97431,RJ,330452,202406,647,647
97432,RJ,330452,202407,637,637
97433,RJ,330452,202408,573,571
97434,RJ,330452,202409,556,556
97435,RJ,330452,202410,892,892
97436,RJ,330452,202411,756,756
97437,RJ,330452,202412,467,467
97438,RJ,330455,202110,10,10
97439,RJ,330455,202111,242,242
97440,RJ,330455,202112,544,543
97441,RJ,330455,202201,9684,9676
97442,RJ,330455,202202,10405,10398
97443,RJ,330455,202203,11066,11055
97444,RJ,330455,202204,11808,11662
97445,RJ,330455,202205,25291,25123
97446,RJ,330455,202206,15452,15397
97447,RJ,330455,202207,23428,23378
97448,RJ,330455,202208,35000,34890
97449,RJ,330455,202209,27205,27139
97450,RJ,330455,202210,30830,30477
97451,RJ,330455,202211,32556,32506
97452,RJ,330455,202212,34737,34737
97453,RJ,330455,202301,40079,40079
97454,RJ,330455,202302,41955,41955
97455,RJ,330455,202303,43851,43828
97456,RJ,330455,202304,50113,50113
97457,RJ,330455,202305,49004,48924
97458,RJ,330455,202306,49677,49657
97459,RJ,330455,202307,50166,50126
97460,RJ,330455,202308,46720,46670
97461,RJ,330455,202309,48495,48367
97462,RJ,330455,202310,49793,49682
97463,RJ,330455,202311,51818,51551
97464,RJ,330455,202312,45154,44897
97465,RJ,330455,202401,36262,36093
97466,RJ,330455,202402,61679,61662
97467,RJ,330455,202403,67021,66851
97468,RJ,330455,202404,67644,66805
97469,RJ,330455,202405,73037,72079
97470,RJ,330455,202406,97446,97441
97471,RJ,330455,202407,130501,129897
97472,RJ,330455,202408,134478,133042
97473,RJ,330455,202409,118503,118023
97474,RJ,330455,202410,138829,138826
97475,RJ,330455,202411,128446,128271
97476,RJ,330455,202412,126933,126925
97477,RJ,330460,202201,4,4
97478,RJ,330460,202202,1,1
97479,RJ,330460,202203,8,6
97480,RJ,330460,202204,3,3
97481,RJ,330460,202205,12,12
97482,RJ,330460,202206,3,3
97483,RJ,330460,202207,2,2
97484,RJ,330460,202208,1,1
97485,RJ,330460,202209,62,62
97486,RJ,330460,202210,61,61
97487,RJ,330460,202211,63,63
97488,RJ,330460,202212,61,61
97489,RJ,330460,202301,62,62
97490,RJ,330460,202302,63,63
97491,RJ,330460,202303,67,67
97492,RJ,330460,202304,62,62
97493,RJ,330460,202305,64,64
97494,RJ,330460,202306,3,3
97495,RJ,330460,202307,63,63
97496,RJ,330460,202308,67,67
97497,RJ,330460,202309,62,62
97498,RJ,330460,202310,7,7
97499,RJ,330460,202311,65,65
97500,RJ,330460,202312,2,2
97501,RJ,330460,202401,4,4
97502,RJ,330460,202402,61,61
97503,RJ,330460,202403,65,65
97504,RJ,330460,202404,64,64
97505,RJ,330460,202405,63,63
97506,RJ,330460,202406,65,65
97507,RJ,330460,202407,65,65
97508,RJ,330460,202408,62,62
97509,RJ,330460,202409,62,62
97510,RJ,330460,202410,63,63
97511,RJ,330460,202411,63,63
97512,RJ,330460,202412,62,62
97513,RJ,330470,202201,44,44
97514,RJ,330470,202202,142,142
97515,RJ,330470,202203,84,84
97516,RJ,330470,202204,84,84
97517,RJ,330470,202205,106,106
97518,RJ,330470,202206,85,85
97519,RJ,330470,202207,107,107
97520,RJ,330470,202208,95,95
97521,RJ,330470,202209,56,56
97522,RJ,330470,202210,146,146
97523,RJ,330470,202211,48,48
97524,RJ,330470,202212,13,13
97525,RJ,330470,202301,22,21
97526,RJ,330470,202302,20,19
97527,RJ,330470,202303,434,434
97528,RJ,330470,202304,505,505
97529,RJ,330470,202305,340,340
97530,RJ,330470,202306,41,41
97531,RJ,330470,202307,325,323
97532,RJ,330470,202308,313,313
97533,RJ,330470,202309,295,295
97534,RJ,330470,202310,376,376
97535,RJ,330470,202311,339,339
97536,RJ,330470,202312,348,348
97537,RJ,330470,202401,272,272
97538,RJ,330470,202402,262,262
97539,RJ,330470,202403,304,289
97540,RJ,330470,202404,416,416
97541,RJ,330470,202405,316,313
97542,RJ,330470,202406,317,317
97543,RJ,330470,202407,384,384
97544,RJ,330470,202408,360,360
97545,RJ,330470,202409,336,336
97546,RJ,330470,202410,391,387
97547,RJ,330470,202411,364,359
97548,RJ,330470,202412,451,447
97549,RJ,330475,202201,14,14
97550,RJ,330475,202202,21,21
97551,RJ,330475,202203,13,13
97552,RJ,330475,202204,13,13
97553,RJ,330475,202205,26,26
97554,RJ,330475,202206,30,30
97555,RJ,330475,202207,55,55
97556,RJ,330475,202208,54,54
97557,RJ,330475,202209,61,60
97558,RJ,330475,202210,68,68
97559,RJ,330475,202211,39,39
97560,RJ,330475,202212,37,37
97561,RJ,330475,202301,20,20
97562,RJ,330475,202302,7,7
97563,RJ,330475,202303,26,26
97564,RJ,330475,202304,48,48
97565,RJ,330475,202305,48,47
97566,RJ,330475,202306,72,72
97567,RJ,330475,202307,81,81
97568,RJ,330475,202308,80,80
97569,RJ,330475,202309,90,90
97570,RJ,330475,202310,107,107
97571,RJ,330475,202311,60,60
97572,RJ,330475,202312,67,67
97573,RJ,330475,202401,67,67
97574,RJ,330475,202402,66,66
97575,RJ,330475,202403,67,67
97576,RJ,330475,202404,84,84
97577,RJ,330475,202405,69,69
97578,RJ,330475,202406,251,249
97579,RJ,330475,202407,313,313
97580,RJ,330475,202408,244,244
97581,RJ,330475,202409,230,229
97582,RJ,330475,202410,216,216
97583,RJ,330475,202411,159,159
97584,RJ,330475,202412,128,128
97585,RJ,330480,202201,34,34
97586,RJ,330480,202202,41,41
97587,RJ,330480,202203,3,3
97588,RJ,330480,202205,4,3
97589,RJ,330480,202206,3,3
97590,RJ,330480,202207,7,7
97591,RJ,330480,202208,5,5
97592,RJ,330480,202209,31,31
97593,RJ,330480,202210,19,19
97594,RJ,330480,202211,5,5
97595,RJ,330480,202212,14,14
97596,RJ,330480,202301,6,6
97597,RJ,330480,202302,5,5
97598,RJ,330480,202303,8,8
97599,RJ,330480,202304,8,8
97600,RJ,330480,202305,147,147
97601,RJ,330480,202306,125,125
97602,RJ,330480,202307,303,303
97603,RJ,330480,202308,305,305
97604,RJ,330480,202309,477,477
97605,RJ,330480,202310,547,547
97606,RJ,330480,202311,662,660
97607,RJ,330480,202312,419,419
97608,RJ,330480,202401,96,96
97609,RJ,330480,202402,602,602
97610,RJ,330480,202403,767,767
97611,RJ,330480,202404,416,416
97612,RJ,330480,202405,430,429
97613,RJ,330480,202406,646,646
97614,RJ,330480,202407,656,656
97615,RJ,330480,202408,419,419
97616,RJ,330480,202409,76,76
97617,RJ,330480,202410,646,646
97618,RJ,330480,202411,816,815
97619,RJ,330480,202412,323,322
97620,RJ,330490,202111,3,3
97621,RJ,330490,202112,42,42
97622,RJ,330490,202201,495,495
97623,RJ,330490,202202,539,538
97624,RJ,330490,202203,674,672
97625,RJ,330490,202204,504,504
97626,RJ,330490,202205,624,624
97627,RJ,330490,202206,798,798
97628,RJ,330490,202207,774,774
97629,RJ,330490,202208,945,941
97630,RJ,330490,202209,774,773
97631,RJ,330490,202210,949,949
97632,RJ,330490,202211,1031,1031
97633,RJ,330490,202212,1203,1203
97634,RJ,330490,202301,1382,1382
97635,RJ,330490,202302,1570,1570
97636,RJ,330490,202303,2621,2621
97637,RJ,330490,202304,2805,2805
97638,RJ,330490,202305,3461,3461
97639,RJ,330490,202306,3871,3871
97640,RJ,330490,202307,4135,4135
97641,RJ,330490,202308,5480,5480
97642,RJ,330490,202309,5669,5669
97643,RJ,330490,202310,6401,6400
97644,RJ,330490,202311,5678,5677
97645,RJ,330490,202312,5921,5920
97646,RJ,330490,202401,1645,1645
97647,RJ,330490,202402,7157,7157
97648,RJ,330490,202403,6830,6830
97649,RJ,330490,202404,7501,7501
97650,RJ,330490,202405,8043,8043
97651,RJ,330490,202406,8681,8681
97652,RJ,330490,202407,9726,9726
97653,RJ,330490,202408,7445,7445
97654,RJ,330490,202409,8779,8779
97655,RJ,330490,202410,11902,11897
97656,RJ,330490,202411,11723,11723
97657,RJ,330490,202412,5661,5661
97658,RJ,330500,202201,268,268
97659,RJ,330500,202202,280,280
97660,RJ,330500,202203,325,325
97661,RJ,330500,202204,298,298
97662,RJ,330500,202205,348,348
97663,RJ,330500,202206,290,290
97664,RJ,330500,202207,244,244
97665,RJ,330500,202208,247,247
97666,RJ,330500,202209,242,242
97667,RJ,330500,202210,368,358
97668,RJ,330500,202211,274,274
97669,RJ,330500,202212,339,339
97670,RJ,330500,202301,351,351
97671,RJ,330500,202302,323,323
97672,RJ,330500,202303,313,313
97673,RJ,330500,202304,358,358
97674,RJ,330500,202305,368,368
97675,RJ,330500,202306,339,339
97676,RJ,330500,202307,341,341
97677,RJ,330500,202308,414,414
97678,RJ,330500,202309,487,487
97679,RJ,330500,202310,541,541
97680,RJ,330500,202311,656,656
97681,RJ,330500,202312,441,441
97682,RJ,330500,202401,377,377
97683,RJ,330500,202402,645,645
97684,RJ,330500,202403,655,655
97685,RJ,330500,202404,529,529
97686,RJ,330500,202405,709,708
97687,RJ,330500,202406,838,837
97688,RJ,330500,202407,1077,1077
97689,RJ,330500,202408,582,582
97690,RJ,330500,202409,550,550
97691,RJ,330500,202410,791,790
97692,RJ,330500,202411,601,599
97693,RJ,330500,202412,723,723
97694,RJ,330510,202112,17,17
97695,RJ,330510,202201,469,469
97696,RJ,330510,202202,515,515
97697,RJ,330510,202203,447,445
97698,RJ,330510,202204,422,422
97699,RJ,330510,202205,565,565
97700,RJ,330510,202206,538,537
97701,RJ,330510,202207,405,400
97702,RJ,330510,202208,775,771
97703,RJ,330510,202209,1022,1021
97704,RJ,330510,202210,827,827
97705,RJ,330510,202211,983,983
97706,RJ,330510,202212,1238,1238
97707,RJ,330510,202301,1524,1524
97708,RJ,330510,202302,1376,1376
97709,RJ,330510,202303,1411,1410
97710,RJ,330510,202304,1383,1383
97711,RJ,330510,202305,1494,1414
97712,RJ,330510,202306,1612,1612
97713,RJ,330510,202307,1576,1536
97714,RJ,330510,202308,1678,1677
97715,RJ,330510,202309,1607,1601
97716,RJ,330510,202310,1967,1963
97717,RJ,330510,202311,1323,1320
97718,RJ,330510,202312,2179,2155
97719,RJ,330510,202401,1153,1143
97720,RJ,330510,202402,2259,2258
97721,RJ,330510,202403,2176,2171
97722,RJ,330510,202404,2367,2363
97723,RJ,330510,202405,2686,2663
97724,RJ,330510,202406,2925,2922
97725,RJ,330510,202407,3189,3189
97726,RJ,330510,202408,3106,3057
97727,RJ,330510,202409,3045,2945
97728,RJ,330510,202410,3722,3722
97729,RJ,330510,202411,4812,4788
97730,RJ,330510,202412,3844,3844
97731,RJ,330513,202201,7,7
97732,RJ,330513,202202,5,5
97733,RJ,330513,202203,2,2
97734,RJ,330513,202204,72,72
97735,RJ,330513,202205,1,1
97736,RJ,330513,202206,2,2
97737,RJ,330513,202207,4,4
97738,RJ,330513,202208,4,4
97739,RJ,330513,202210,1,1
97740,RJ,330513,202211,3,3
97741,RJ,330513,202212,1,1
97742,RJ,330513,202301,2,2
97743,RJ,330513,202304,2,2
97744,RJ,330513,202305,68,68
97745,RJ,330513,202306,408,408
97746,RJ,330513,202307,379,378
97747,RJ,330513,202308,345,345
97748,RJ,330513,202309,7,7
97749,RJ,330513,202310,87,87
97750,RJ,330513,202311,332,323
97751,RJ,330513,202312,315,305
97752,RJ,330513,202401,385,385
97753,RJ,330513,202402,171,171
97754,RJ,330513,202403,174,174
97755,RJ,330513,202404,247,247
97756,RJ,330513,202405,319,318
97757,RJ,330513,202406,396,396
97758,RJ,330513,202407,431,429
97759,RJ,330513,202408,387,387
97760,RJ,330513,202409,409,409
97761,RJ,330513,202410,281,278
97762,RJ,330513,202411,283,282
97763,RJ,330513,202412,333,332
97764,RJ,330515,202201,4,4
97765,RJ,330515,202202,3,3
97766,RJ,330515,202203,162,162
97767,RJ,330515,202204,153,153
97768,RJ,330515,202205,89,89
97769,RJ,330515,202206,223,223
97770,RJ,330515,202207,245,245
97771,RJ,330515,202208,244,244
97772,RJ,330515,202209,283,282
97773,RJ,330515,202210,238,238
97774,RJ,330515,202211,236,236
97775,RJ,330515,202212,200,200
97776,RJ,330515,202301,137,137
97777,RJ,330515,202302,178,178
97778,RJ,330515,202303,163,163
97779,RJ,330515,202304,115,115
97780,RJ,330515,202305,155,155
97781,RJ,330515,202306,166,166
97782,RJ,330515,202307,192,192
97783,RJ,330515,202308,174,174
97784,RJ,330515,202309,227,227
97785,RJ,330515,202310,182,182
97786,RJ,330515,202311,201,201
97787,RJ,330515,202312,151,151
97788,RJ,330515,202401,197,197
97789,RJ,330515,202402,130,130
97790,RJ,330515,202403,157,157
97791,RJ,330515,202404,175,175
97792,RJ,330515,202405,13,13
97793,RJ,330515,202406,22,22
97794,RJ,330515,202407,26,26
97795,RJ,330515,202408,25,25
97796,RJ,330515,202409,8,8
97797,RJ,330515,202410,7,7
97798,RJ,330515,202411,17,17
97799,RJ,330515,202412,10,10
97800,RJ,330520,202112,2,2
97801,RJ,330520,202201,19,19
97802,RJ,330520,202202,17,17
97803,RJ,330520,202203,9,9
97804,RJ,330520,202204,12,12
97805,RJ,330520,202205,16,16
97806,RJ,330520,202206,6,6
97807,RJ,330520,202207,26,26
97808,RJ,330520,202208,18,18
97809,RJ,330520,202209,4,4
97810,RJ,330520,202210,8,8
97811,RJ,330520,202211,29,29
97812,RJ,330520,202212,6,6
97813,RJ,330520,202301,7,7
97814,RJ,330520,202302,7,7
97815,RJ,330520,202303,13,13
97816,RJ,330520,202304,22,22
97817,RJ,330520,202305,27,27
97818,RJ,330520,202306,14,14
97819,RJ,330520,202307,41,41
97820,RJ,330520,202308,95,95
97821,RJ,330520,202309,69,69
97822,RJ,330520,202310,40,40
97823,RJ,330520,202311,445,445
97824,RJ,330520,202312,472,472
97825,RJ,330520,202401,248,248
97826,RJ,330520,202402,427,427
97827,RJ,330520,202403,587,587
97828,RJ,330520,202404,717,717
97829,RJ,330520,202405,598,598
97830,RJ,330520,202406,562,562
97831,RJ,330520,202407,744,744
97832,RJ,330520,202408,491,491
97833,RJ,330520,202409,568,568
97834,RJ,330520,202410,782,782
97835,RJ,330520,202411,765,765
97836,RJ,330520,202412,577,577
97837,RJ,330530,202202,1,1
97838,RJ,330530,202203,9,9
97839,RJ,330530,202204,3,3
97840,RJ,330530,202206,2,2
97841,RJ,330530,202207,1,1
97842,RJ,330530,202208,1,1
97843,RJ,330530,202209,4,2
97844,RJ,330530,202210,6,6
97845,RJ,330530,202211,4,4
97846,RJ,330530,202302,1,1
97847,RJ,330530,202303,5,5
97848,RJ,330530,202304,2,2
97849,RJ,330530,202305,6,6
97850,RJ,330530,202306,4,4
97851,RJ,330530,202307,10,10
97852,RJ,330530,202308,6,6
97853,RJ,330530,202309,5,5
97854,RJ,330530,202310,4,4
97855,RJ,330530,202311,5,5
97856,RJ,330530,202312,5,5
97857,RJ,330530,202401,7,7
97858,RJ,330530,202402,7,7
97859,RJ,330530,202403,11,11
97860,RJ,330530,202404,9,9
97861,RJ,330530,202405,1,1
97862,RJ,330530,202406,2,1
97863,RJ,330530,202407,4,4
97864,RJ,330530,202408,2,2
97865,RJ,330530,202409,1,1
97866,RJ,330530,202410,6,6
97867,RJ,330530,202411,2,2
97868,RJ,330530,202412,1,1
97869,RJ,330540,202201,5,5
97870,RJ,330540,202202,2,2
97871,RJ,330540,202203,1,1
97872,RJ,330540,202204,5,5
97873,RJ,330540,202205,4,4
97874,RJ,330540,202206,10,10
97875,RJ,330540,202207,9,9
97876,RJ,330540,202208,6,6
97877,RJ,330540,202209,5,5
97878,RJ,330540,202210,10,10
97879,RJ,330540,202211,10,10
97880,RJ,330540,202212,9,9
97881,RJ,330540,202301,6,6
97882,RJ,330540,202302,11,11
97883,RJ,330540,202303,12,12
97884,RJ,330540,202304,6,6
97885,RJ,330540,202305,6,6
97886,RJ,330540,202306,6,6
97887,RJ,330540,202307,4,4
97888,RJ,330540,202308,9,9
97889,RJ,330540,202309,5,5
97890,RJ,330540,202310,8,8
97891,RJ,330540,202311,7,7
97892,RJ,330540,202312,5,5
97893,RJ,330540,202401,14,14
97894,RJ,330540,202402,19,19
97895,RJ,330540,202403,13,13
97896,RJ,330540,202404,12,12
97897,RJ,330540,202405,15,15
97898,RJ,330540,202406,27,27
97899,RJ,330540,202407,395,395
97900,RJ,330540,202408,514,514
97901,RJ,330540,202409,500,500
97902,RJ,330540,202410,646,646
97903,RJ,330540,202411,509,509
97904,RJ,330540,202412,473,473
97905,RJ,330550,202112,1,1
97906,RJ,330550,202201,108,108
97907,RJ,330550,202202,195,195
97908,RJ,330550,202203,185,185
97909,RJ,330550,202204,136,136
97910,RJ,330550,202205,138,138
97911,RJ,330550,202206,117,117
97912,RJ,330550,202207,122,122
97913,RJ,330550,202208,124,124
97914,RJ,330550,202209,28,28
97915,RJ,330550,202210,209,209
97916,RJ,330550,202211,348,348
97917,RJ,330550,202212,68,68
97918,RJ,330550,202301,549,549
97919,RJ,330550,202302,541,541
97920,RJ,330550,202303,555,555
97921,RJ,330550,202304,563,563
97922,RJ,330550,202305,578,578
97923,RJ,330550,202306,576,576
97924,RJ,330550,202307,568,550
97925,RJ,330550,202308,566,566
97926,RJ,330550,202309,324,324
97927,RJ,330550,202310,576,575
97928,RJ,330550,202311,868,730
97929,RJ,330550,202312,597,597
97930,RJ,330550,202401,479,479
97931,RJ,330550,202402,744,744
97932,RJ,330550,202403,749,746
97933,RJ,330550,202404,881,871
97934,RJ,330550,202405,866,865
97935,RJ,330550,202406,927,927
97936,RJ,330550,202407,1051,1051
97937,RJ,330550,202408,877,877
97938,RJ,330550,202409,1042,1042
97939,RJ,330550,202410,1155,1142
97940,RJ,330550,202411,1008,1008
97941,RJ,330550,202412,1008,1008
97942,RJ,330555,202201,163,163
97943,RJ,330555,202202,152,152
97944,RJ,330555,202203,202,202
97945,RJ,330555,202204,203,203
97946,RJ,330555,202205,237,237
97947,RJ,330555,202206,183,183
97948,RJ,330555,202207,238,238
97949,RJ,330555,202208,254,254
97950,RJ,330555,202209,223,223
97951,RJ,330555,202210,213,213
97952,RJ,330555,202211,191,191
97953,RJ,330555,202212,138,138
97954,RJ,330555,202301,170,170
97955,RJ,330555,202302,148,148
97956,RJ,330555,202303,196,196
97957,RJ,330555,202304,170,170
97958,RJ,330555,202305,224,224
97959,RJ,330555,202306,193,193
97960,RJ,330555,202307,254,254
97961,RJ,330555,202308,327,327
97962,RJ,330555,202309,260,260
97963,RJ,330555,202310,170,170
97964,RJ,330555,202311,181,181
97965,RJ,330555,202312,137,137
97966,RJ,330555,202401,42,42
97967,RJ,330555,202402,191,191
97968,RJ,330555,202403,134,134
97969,RJ,330555,202404,114,114
97970,RJ,330555,202405,147,147
97971,RJ,330555,202406,246,246
97972,RJ,330555,202407,285,285
97973,RJ,330555,202408,358,358
97974,RJ,330555,202409,438,391
97975,RJ,330555,202410,378,372
97976,RJ,330555,202411,342,331
97977,RJ,330555,202412,374,370
97978,RJ,330560,202112,20,0
97979,RJ,330560,202201,23,23
97980,RJ,330560,202202,9,9
97981,RJ,330560,202203,15,15
97982,RJ,330560,202204,11,11
97983,RJ,330560,202205,15,15
97984,RJ,330560,202206,17,17
97985,RJ,330560,202207,25,25
97986,RJ,330560,202208,21,21
97987,RJ,330560,202209,7,7
97988,RJ,330560,202210,20,20
97989,RJ,330560,202211,4,4
97990,RJ,330560,202212,11,11
97991,RJ,330560,202301,3,3
97992,RJ,330560,202302,21,21
97993,RJ,330560,202303,32,32
97994,RJ,330560,202304,180,143
97995,RJ,330560,202305,239,239
97996,RJ,330560,202306,203,203
97997,RJ,330560,202307,213,213
97998,RJ,330560,202308,230,230
97999,RJ,330560,202309,229,229
98000,RJ,330560,202310,281,281
98001,RJ,330560,202311,324,324
98002,RJ,330560,202312,187,187
98003,RJ,330560,202401,55,55
98004,RJ,330560,202402,354,354
98005,RJ,330560,202403,320,320
98006,RJ,330560,202404,314,314
98007,RJ,330560,202405,359,359
98008,RJ,330560,202406,376,376
98009,RJ,330560,202407,379,379
98010,RJ,330560,202408,298,298
98011,RJ,330560,202409,446,446
98012,RJ,330560,202410,393,392
98013,RJ,330560,202411,442,442
98014,RJ,330560,202412,430,430
98015,RJ,330570,202201,3,3
