,nome_municipio,area_desmatada,codigo_municipio,uf,ano
508,São João do Araguaia,34.66,1507508,Pará,2008
509,Água Azul do Norte,22.87,1500347,Pará,2008
510,Barra do Corda,43.08,2101608,Maranhão,2008
511,Urucurituba,0.56,1304401,Amazonas,2008
512,Santo Afonso,6.65,5107263,Mato Grosso,2008
513,Muaná,0.0,1504901,Pará,2008
514,Davinópolis,2.1,2103752,Maranhão,2008
515,Colméia,0.58,1716703,Tocantins,2008
516,Novo Repartimento,482.45,1505064,Pará,2008
517,Monte Santo do Tocantins,0.0,1713700,Tocantins,2008
518,Grajaú,74.48,2104800,Maranhão,2008
519,Alto Alegre dos Parecis,22.09,1100379,Rondônia,2008
520,Portel,96.67,1505809,Pará,2008
521,Itaúba,42.16,5104559,Mato Grosso,2008
522,Parecis,19.52,1101450,Rondônia,2008
523,Colorado do Oeste,1.75,1100064,Rondônia,2008
524,Presidente Kennedy,0.31,1718402,Tocantins,2008
525,Anapu,74.63,1500859,Pará,2008
526,Juarina,0.0,1711803,Tocantins,2008
527,Novo Horizonte do Norte,2.56,5106273,Mato Grosso,2008
528,Tonantins,0.3,1304237,Amazonas,2008
529,João Lisboa,9.43,2105500,Maranhão,2008
530,Porto Velho,208.5,1100205,Rondônia,2008
531,Nova Olinda,0.06,1714880,Tocantins,2008
532,Confresa,63.76,5103353,Mato Grosso,2008
533,Curuá,4.05,1502855,Pará,2008
534,Itapiranga,1.2,1302009,Amazonas,2008
535,São Luís Gonzaga do Maranhão,1.7,2111409,Maranhão,2008
536,Novo Santo Antônio,8.89,5106315,Mato Grosso,2008
537,Novo Horizonte do Oeste,3.01,1100502,Rondônia,2008
538,São Raimundo das Mangabeiras,0.0,2111607,Maranhão,2008
539,Cândido Mendes,3.59,2102606,Maranhão,2008
540,Amarante do Maranhão,59.22,2100600,Maranhão,2008
541,Plácido de Castro,3.26,1200385,Acre,2008
542,Serrano do Maranhão,0.48,2111789,Maranhão,2008
543,Irituia,4.39,1503507,Pará,2008
544,Pauini,3.14,1303502,Amazonas,2008
545,Oeiras do Pará,4.89,1505205,Pará,2008
546,Acrelândia,23.67,1200013,Acre,2008
547,Almeirim,59.03,1500503,Pará,2008
548,Ribeirão Cascalheira,5.54,5107180,Mato Grosso,2008
549,Esperantina,1.05,1707405,Tocantins,2008
550,Feijó,27.15,1200302,Acre,2008
551,Couto Magalhães,3.29,1706001,Tocantins,2008
552,Igarapé-Miri,2.4,1503309,Pará,2008
553,Rurópolis,49.29,1506195,Pará,2008
554,Porto Franco,2.4,2109007,Maranhão,2008
555,Sampaio,0.08,1718808,Tocantins,2008
556,Belém,0.95,1501402,Pará,2008
557,Vitória do Mearim,2.91,2112902,Maranhão,2008
558,Tupirama,0.0,1721257,Tocantins,2008
559,São Domingos do Capim,11.96,1507201,Pará,2008
560,Trizidela do Vale,0.07,2112233,Maranhão,2008
561,Porto Alegre do Tocantins,0.0,1718006,Tocantins,2008
562,Goiatins,0.0,1709005,Tocantins,2008
563,Chapada da Natividade,0.0,1705102,Tocantins,2008
564,São Sebastião do Tocantins,0.0,1720309,Tocantins,2008
565,Amapá do Maranhão,1.29,2100550,Maranhão,2008
566,Taguatinga,0.0,1720903,Tocantins,2008
567,São Vicente Ferrer,0.0,2111706,Maranhão,2008
568,Tocantínia,0.0,1721109,Tocantins,2008
569,Pinheiro,4.11,2108603,Maranhão,2008
570,Cristalândia,0.0,1706100,Tocantins,2008
571,Aguiarnópolis,0.08,1700301,Tocantins,2008
572,Piraquê,1.5,1717206,Tocantins,2008
573,Bonito,6.73,1501600,Pará,2008
574,Fortaleza dos Nogueiras,0.0,2104107,Maranhão,2008
575,Terra Alta,1.31,1507961,Pará,2008
576,Lago da Pedra,0.0,2105708,Maranhão,2008
577,Balsas,0.0,2101400,Maranhão,2008
578,Ipixuna do Pará,46.49,1503457,Pará,2008
579,Santo Antônio dos Lopes,6.14,2110302,Maranhão,2008
580,Serra do Navio,0.32,1600055,Amapá,2008
581,Pau D'Arco,1.71,1716307,Tocantins,2008
582,Concórdia do Pará,2.43,1502756,Pará,2008
583,Lima Campos,2.38,2106003,Maranhão,2008
584,São João do Paraíso,0.64,2111052,Maranhão,2008
585,Boa Vista do Gurupi,0.44,2101970,Maranhão,2008
586,Ponte Alta do Tocantins,0.0,1717909,Tocantins,2008
587,Nazaré,1.82,1714302,Tocantins,2008
588,Aveiro,32.95,1501006,Pará,2008
589,Nova União,4.43,1101435,Rondônia,2008
590,Boca do Acre,38.23,1300706,Amazonas,2008
591,Luciara,2.11,5105309,Mato Grosso,2008
592,Xambioá,7.88,1722107,Tocantins,2008
593,Barcelos,1.48,1300409,Amazonas,2008
594,Guaraí,4.46,1709302,Tocantins,2008
595,Codajás,1.37,1301308,Amazonas,2008
596,Querência,71.41,5107065,Mato Grosso,2008
597,São Luiz,12.82,1400605,Roraima,2008
598,Careiro,6.25,1301100,Amazonas,2008
599,Pium,0.0,1717503,Tocantins,2008
600,Brasnorte,117.04,5101902,Mato Grosso,2008
601,Paranaíta,41.24,5106299,Mato Grosso,2008
602,Oriximiná,29.23,1505304,Pará,2008
603,Amajari,34.71,1400027,Roraima,2008
604,Baião,18.19,1501204,Pará,2008
605,Pacaraima,0.0,1400456,Roraima,2008
606,Tabocão,0.0,1708254,Tocantins,2008
607,São Salvador do Tocantins,0.0,1720259,Tocantins,2008
608,Ipueiras,0.0,1709807,Tocantins,2008
609,Juruá,2.99,1302207,Amazonas,2008
610,Santana,4.97,1600600,Amapá,2008
611,Jutaí,3.86,1302306,Amazonas,2008
612,Crixás do Tocantins,0.0,1706258,Tocantins,2008
613,Angico,2.57,1701051,Tocantins,2008
614,Palestina do Pará,8.12,1505494,Pará,2008
615,Alto Boa Vista,18.22,5100359,Mato Grosso,2008
616,Turiaçu,7.47,2112407,Maranhão,2008
617,Wanderlândia,2.27,1722081,Tocantins,2008
618,Viana,6.28,2112803,Maranhão,2008
619,Pedro Afonso,0.18,1716505,Tocantins,2008
620,Riachinho,1.55,1718550,Tocantins,2008
621,São Valério,0.0,1720499,Tocantins,2008
622,Cachoeira do Piriá,23.36,1501956,Pará,2008
623,Castanhal,5.61,1502400,Pará,2008
624,Rondon do Pará,53.49,1506187,Pará,2008
625,Barra do Ouro,0.0,1703073,Tocantins,2008
626,Tomé-Açu,36.04,1508001,Pará,2008
627,Poção de Pedras,0.04,2108900,Maranhão,2008
628,São Bento,0.0,2110500,Maranhão,2008
629,Godofredo Viana,0.0,2104305,Maranhão,2008
630,Presidente Juscelino,15.49,2109205,Maranhão,2008
631,São Pedro dos Crentes,0.0,2111573,Maranhão,2008
632,Buriti do Tocantins,0.08,1703800,Tocantins,2008
633,Centro Novo do Maranhão,14.6,2103174,Maranhão,2008
634,Careiro da Várzea,13.76,1301159,Amazonas,2008
635,Buriti Bravo,6.87,2102309,Maranhão,2008
636,Pedro do Rosário,3.8,2108256,Maranhão,2008
637,Palmeirante,0.0,1715705,Tocantins,2008
638,Palmeiras do Tocantins,0.0,1713809,Tocantins,2008
639,Carrasco Bonito,0.32,1703891,Tocantins,2008
640,Conceição do Lago-Açu,0.0,2103554,Maranhão,2008
641,Vitorino Freire,0.0,2113009,Maranhão,2008
642,São Domingos do Araguaia,9.66,1507151,Pará,2008
643,Almas,0.0,1700400,Tocantins,2008
644,Lajeado,0.0,1712009,Tocantins,2008
645,Feira Nova do Maranhão,0.0,2104073,Maranhão,2008
646,Icatu,1.45,2105104,Maranhão,2008
647,Cururupu,0.0,2103703,Maranhão,2008
648,Itacajá,0.0,1710508,Tocantins,2008
649,Luís Domingues,0.9,2106201,Maranhão,2008
650,Campos Lindos,0.0,1703842,Tocantins,2008
651,Aurora do Pará,17.16,1500958,Pará,2008
652,Peri Mirim,1.13,2108405,Maranhão,2008
653,Capinzal do Norte,6.77,2102754,Maranhão,2008
654,Cachoeirinha,0.51,1703826,Tocantins,2008
655,Bela Vista do Maranhão,0.0,2101772,Maranhão,2008
656,Carmolândia,0.08,1703883,Tocantins,2008
657,Santa Rita do Tocantins,0.2,1718899,Tocantins,2008
658,Ministro Andreazza,3.32,1101203,Rondônia,2008
659,Ponta de Pedras,0.0,1505700,Pará,2008
660,Chupinguaia,17.69,1100924,Rondônia,2008
661,Castanheira,27.75,5102850,Mato Grosso,2008
662,Manaquiri,0.68,1302553,Amazonas,2008
663,Marcelândia,176.92,5105580,Mato Grosso,2008
664,Formoso do Araguaia,2.16,1708205,Tocantins,2008
665,São Felipe D'Oeste,0.35,1101484,Rondônia,2008
666,Brejinho de Nazaré,0.0,1703701,Tocantins,2008
667,Juara,123.98,5105101,Mato Grosso,2008
668,Guarantã do Norte,39.51,5104104,Mato Grosso,2008
669,Nova Marilândia,11.38,5108857,Mato Grosso,2008
670,Bernardo do Mearim,0.77,2101939,Maranhão,2008
671,Terra Nova do Norte,20.43,5108055,Mato Grosso,2008
672,Indiavaí,0.97,5104500,Mato Grosso,2008
673,Soure,0.0,1507904,Pará,2008
674,Caapiranga,0.16,1300839,Amazonas,2008
675,Marabá,347.51,1504208,Pará,2008
676,Nova Brasilândia D'Oeste,13.78,1100148,Rondônia,2008
677,Campo Novo do Parecis,0.97,5102637,Mato Grosso,2008
678,Guajará-Mirim,16.74,1100106,Rondônia,2008
679,Mojuí dos Campos,25.49,1504752,Pará,2008
680,Benjamin Constant,0.56,1300607,Amazonas,2008
681,Dois Irmãos do Tocantins,2.74,1707207,Tocantins,2008
682,Jaru,2.57,1100114,Rondônia,2008
683,Jordão,7.23,1200328,Acre,2008
684,Mucajaí,213.47,1400308,Roraima,2008
685,Normandia,0.34,1400407,Roraima,2008
686,Juína,53.27,5105150,Mato Grosso,2008
687,Corumbiara,4.39,1100072,Rondônia,2008
688,Urupá,2.14,1101708,Rondônia,2008
689,Trairão,42.33,1508050,Pará,2008
690,Atalaia do Norte,1.15,1300201,Amazonas,2008
691,Nhamundá,0.82,1303007,Amazonas,2008
692,Barra do Garças,4.93,5101803,Mato Grosso,2008
693,São Domingos do Maranhão,32.1,2110708,Maranhão,2008
694,Bagre,3.73,1501105,Pará,2008
695,São Bento do Tocantins,0.69,1720101,Tocantins,2008
696,Juruti,11.47,1503903,Pará,2008
697,Colniza,123.39,5103254,Mato Grosso,2008
698,Quatipuru,1.96,1506112,Pará,2008
699,Salinópolis,0.78,1506203,Pará,2008
700,Babaçulândia,0.0,1703008,Tocantins,2008
701,Zé Doca,3.86,2114007,Maranhão,2008
702,Sapucaia,0.4,1507755,Pará,2008
703,Colares,0.48,1502608,Pará,2008
704,Araguatins,14.78,1702208,Tocantins,2008
705,Pio XII,0.0,2108702,Maranhão,2008
706,Novo Jardim,0.0,1715259,Tocantins,2008
707,Marechal Thaumaturgo,11.84,1200351,Acre,2008
708,Teixeirópolis,0.52,1101559,Rondônia,2008
709,São Francisco do Pará,2.62,1507409,Pará,2008
710,Paulo Ramos,2.15,2108108,Maranhão,2008
711,Nova Colinas,0.0,2107258,Maranhão,2008
712,Santa Maria do Tocantins,0.0,1718881,Tocantins,2008
713,Arraias,0.0,1702406,Tocantins,2008
714,Salvaterra,0.26,1506302,Pará,2008
715,Manicoré,41.03,1302702,Amazonas,2008
716,Santa Maria do Pará,0.95,1506609,Pará,2008
717,Cajapió,0.0,2102408,Maranhão,2008
718,Bom Jardim,96.18,2102002,Maranhão,2008
719,Peixe,0.0,1716604,Tocantins,2008
720,Governador Archer,6.93,2104503,Maranhão,2008
721,Curralinho,0.7,1502806,Pará,2008
722,Talismã,0.0,1720978,Tocantins,2008
723,Timbiras,1.41,2112100,Maranhão,2008
724,Igarapé-Açu,4.19,1503200,Pará,2008
725,Lago Verde,0.0,2105906,Maranhão,2008
726,Itamarati,1.47,1301951,Amazonas,2008
727,Lábrea,65.18,1302405,Amazonas,2008
728,Luzinópolis,0.48,1712454,Tocantins,2008
729,Brasilândia do Tocantins,0.0,1703602,Tocantins,2008
730,Axixá,3.28,2101103,Maranhão,2008
731,Brejo de Areia,2.12,2102150,Maranhão,2008
732,Marituba,0.13,1504422,Pará,2008
733,Recursolândia,0.0,1718501,Tocantins,2008
734,Praia Norte,3.96,1718303,Tocantins,2008
735,Sítio Novo,0.06,2111805,Maranhão,2008
736,Ouro Preto do Oeste,1.33,1100155,Rondônia,2008
737,São Félix do Tocantins,0.0,1720150,Tocantins,2008
738,Marapanim,4.68,1504406,Pará,2008
739,Bacabeira,3.49,2101251,Maranhão,2008
740,Santarém Novo,3.07,1506906,Pará,2008
741,Mirador,0.0,2106706,Maranhão,2008
742,Vila Nova dos Martírios,2.13,2112852,Maranhão,2008
743,Riachão,0.0,2109502,Maranhão,2008
744,Ourém,6.86,1505403,Pará,2008
745,São José dos Basílios,3.15,2111250,Maranhão,2008
746,Governador Nunes Freire,0.2,2104677,Maranhão,2008
747,Calçoene,6.3,1600204,Amapá,2008
748,Alto Araguaia,0.0,5100300,Mato Grosso,2008
749,Mirinzal,0.0,2106805,Maranhão,2008
750,Jenipapo dos Vieiras,6.86,2105476,Maranhão,2008
751,Santa Izabel do Pará,1.33,1506500,Pará,2008
752,Combinado,0.0,1705557,Tocantins,2008
753,Envira,6.84,1301506,Amazonas,2008
754,Graça Aranha,12.05,2104701,Maranhão,2008
755,Tocantinópolis,1.05,1721208,Tocantins,2008
756,Amaturá,0.11,1300060,Amazonas,2008
757,Cacaulândia,6.9,1100601,Rondônia,2008
758,São Félix de Balsas,0.0,2110807,Maranhão,2008
759,Colinas,11.78,2103505,Maranhão,2008
760,Buritirana,23.53,2102358,Maranhão,2008
761,Ananindeua,0.0,1500800,Pará,2008
762,Presidente Figueiredo,18.95,1303536,Amazonas,2008
763,Abaetetuba,1.24,1500107,Pará,2008
764,Pindaré-Mirim,0.0,2108504,Maranhão,2008
765,Centenário,0.0,1704105,Tocantins,2008
766,Santa Terezinha do Tocantins,0.0,1720002,Tocantins,2008
767,Vigia,1.46,1508209,Pará,2008
768,Campo Novo de Rondônia,19.57,1100700,Rondônia,2008
769,Santa Cruz do Xingu,7.3,5107743,Mato Grosso,2008
770,Lajeado Novo,0.63,2105989,Maranhão,2008
771,Afuá,0.13,1500305,Pará,2008
772,Ribamar Fiquene,1.18,2109551,Maranhão,2008
773,Peixoto de Azevedo,24.45,5106422,Mato Grosso,2009
774,Pau D'Arco,4.63,1505551,Pará,2009
775,Mâncio Lima,1.3,1200336,Acre,2009
776,Alto Alegre,4.26,1400050,Roraima,2009
777,Pedra Preta,0.15,5106372,Mato Grosso,2009
778,Itaituba,148.67,1503606,Pará,2009
779,Redenção,2.92,1506138,Pará,2009
780,Iracema,5.63,1400282,Roraima,2009
781,Santo Antônio do Leverger,2.35,5107800,Mato Grosso,2009
782,Porto Esperidião,0.36,5106828,Mato Grosso,2009
783,Nova Brasilândia,1.59,5106208,Mato Grosso,2009
784,Caracaraí,8.93,1400209,Roraima,2009
785,Ponte Branca,0.0,5106703,Mato Grosso,2009
786,Cuiabá,0.59,5103403,Mato Grosso,2009
787,Tucumã,2.58,1508084,Pará,2009
788,Alto Paraguai,0.3,5100508,Mato Grosso,2009
789,São Pedro da Cipa,0.0,5107404,Mato Grosso,2009
790,Porto Estrela,0.15,5106851,Mato Grosso,2009
791,Porto de Moz,53.86,1505908,Pará,2009
792,Denise,0.4,5103452,Mato Grosso,2009
793,Cáceres,2.18,5102504,Mato Grosso,2009
794,Tesouro,0.0,5108105,Mato Grosso,2009
795,Araguaiana,0.23,5101001,Mato Grosso,2009
796,Matupá,9.06,5105606,Mato Grosso,2009
797,Conquista D'Oeste,0.85,5103361,Mato Grosso,2009
798,Vale de São Domingos,0.34,5108352,Mato Grosso,2009
799,Juscimeira,0.0,5105200,Mato Grosso,2009
800,Nova Guarita,0.08,5108808,Mato Grosso,2009
801,Bonfim,2.42,1400159,Roraima,2009
802,Tapauá,0.71,1304104,Amazonas,2009
803,Salto do Céu,0.5,5107750,Mato Grosso,2009
804,Campo Verde,0.66,5102678,Mato Grosso,2009
805,Eirunepé,1.66,1301407,Amazonas,2009
806,Curvelândia,0.0,5103437,Mato Grosso,2009
807,Acorizal,0.0,5100102,Mato Grosso,2009
808,Várzea Grande,0.0,5108402,Mato Grosso,2009
809,Rosário Oeste,0.09,5107701,Mato Grosso,2009
810,Rio Branco,0.0,5107206,Mato Grosso,2009
811,Santo Antônio do Leste,0.0,5107792,Mato Grosso,2009
812,Chapada dos Guimarães,0.65,5103007,Mato Grosso,2009
813,Novo São Joaquim,0.0,5106281,Mato Grosso,2009
814,Glória D'Oeste,0.05,5103957,Mato Grosso,2009
815,São José do Povo,0.0,5107297,Mato Grosso,2009
816,Mirassol d'Oeste,1.78,5105622,Mato Grosso,2009
817,Nova Bandeirantes,52.52,5106158,Mato Grosso,2009
818,Poconé,0.67,5106505,Mato Grosso,2009
819,Conceição do Araguaia,7.22,1502707,Pará,2009
820,Barra do Bugres,11.71,5101704,Mato Grosso,2009
821,Guiratinga,0.0,5104203,Mato Grosso,2009
822,Dom Aquino,0.0,5103601,Mato Grosso,2009
823,Lambari D'Oeste,0.95,5105234,Mato Grosso,2009
824,São José dos Quatro Marcos,0.9,5107107,Mato Grosso,2009
825,Poxoréu,0.44,5107008,Mato Grosso,2009
826,Floresta do Araguaia,12.13,1503044,Pará,2009
827,Barão de Melgaço,1.84,5101605,Mato Grosso,2009
828,Araputanga,0.24,5101258,Mato Grosso,2009
829,Nova Olímpia,0.49,5106232,Mato Grosso,2009
830,Rondonópolis,0.26,5107602,Mato Grosso,2009
831,Nova Xavantina,0.0,5106257,Mato Grosso,2009
832,Pontal do Araguaia,0.0,5106653,Mato Grosso,2009
833,Jangada,0.0,5104906,Mato Grosso,2009
834,Amapá,1.88,1600105,Amapá,2009
835,Guajará,2.0,1301654,Amazonas,2009
836,Vila Bela da Santíssima Trindade,24.36,5105507,Mato Grosso,2009
837,Araguainha,0.0,5101209,Mato Grosso,2009
838,Capixaba,3.79,1200179,Acre,2009
839,Jauru,0.25,5105002,Mato Grosso,2009
840,Ribeirãozinho,0.0,5107198,Mato Grosso,2009
841,Reserva do Cabaçal,2.1,5107156,Mato Grosso,2009
842,Figueirópolis D'Oeste,0.17,5103809,Mato Grosso,2009
843,Alto Garças,0.0,5100409,Mato Grosso,2009
844,Nossa Senhora do Livramento,0.0,5106109,Mato Grosso,2009
845,Jaciara,0.35,5104807,Mato Grosso,2009
846,Manaus,3.68,1302603,Amazonas,2009
847,Pontes e Lacerda,10.55,5106752,Mato Grosso,2009
848,Ipixuna,0.75,1301803,Amazonas,2009
849,Primavera do Leste,0.0,5107040,Mato Grosso,2009
850,Maraã,0.53,1302801,Amazonas,2009
851,Torixoréu,0.0,5108204,Mato Grosso,2009
852,General Carneiro,0.0,5103908,Mato Grosso,2009
853,Nova Rosalândia,0.0,1715002,Tocantins,2009
854,São Gabriel da Cachoeira,4.43,1303809,Amazonas,2009
855,Ipiranga do Norte,7.48,5104526,Mato Grosso,2009
856,Araguaína,1.89,1702109,Tocantins,2009
857,São Geraldo do Araguaia,3.48,1507458,Pará,2009
858,Augusto Corrêa,0.39,1500909,Pará,2009
859,Uarini,0.51,1304260,Amazonas,2009
860,Vilhena,6.25,1100304,Rondônia,2009
861,Nova Lacerda,9.06,5106182,Mato Grosso,2009
862,Itaporã do Tocantins,0.08,1711100,Tocantins,2009
863,Lucas do Rio Verde,0.59,5105259,Mato Grosso,2009
864,Nova Maringá,11.31,5108907,Mato Grosso,2009
865,Goianésia do Pará,25.89,1503093,Pará,2009
866,Bujari,7.62,1200138,Acre,2009
867,Rio Maria,6.77,1506161,Pará,2009
868,Divinópolis do Tocantins,0.08,1707108,Tocantins,2009
869,Jacareacanga,14.82,1503754,Pará,2009
870,Barrolândia,0.0,1703107,Tocantins,2009
871,Diamantino,0.88,5103502,Mato Grosso,2009
872,Santa Fé do Araguaia,3.01,1718865,Tocantins,2009
873,Santa Carmem,5.45,5107248,Mato Grosso,2009
874,Bannach,15.75,1501253,Pará,2009
875,Canabrava do Norte,6.96,5102694,Mato Grosso,2009
876,Pedra Branca do Amapari,4.74,1600154,Amapá,2009
877,Oliveira de Fátima,0.0,1715507,Tocantins,2009
878,Caseara,4.56,1703909,Tocantins,2009
879,Santa Cruz do Arari,0.0,1506401,Pará,2009
880,Tapurah,7.29,5108006,Mato Grosso,2009
881,Parauapebas,4.86,1505536,Pará,2009
882,Limoeiro do Ajuru,0.33,1504000,Pará,2009
883,Theobroma,6.41,1101609,Rondônia,2009
884,São Félix do Xingu,439.7,1507300,Pará,2009
885,Comodoro,13.61,5103304,Mato Grosso,2009
886,Goianorte,0.33,1708304,Tocantins,2009
887,Governador Jorge Teixeira,4.84,1101005,Rondônia,2009
888,Tabaporã,8.78,5107941,Mato Grosso,2009
889,Epitaciolândia,4.17,1200252,Acre,2009
890,Vera,3.31,5108501,Mato Grosso,2009
891,Novo Mundo,12.26,5106265,Mato Grosso,2009
892,Bernardo Sayão,0.35,1703206,Tocantins,2009
893,Rolim de Moura,0.16,1100288,Rondônia,2009
894,Seringueiras,4.27,1101500,Rondônia,2009
895,Autazes,9.98,1300300,Amazonas,2009
896,Ferreira Gomes,1.11,1600238,Amapá,2009
897,Palmas,0.0,1721000,Tocantins,2009
898,São Francisco do Brejão,1.5,2110856,Maranhão,2009
899,Sambaíba,0.0,2109700,Maranhão,2009
900,Novo Alegre,0.0,1715150,Tocantins,2009
901,Santa Luzia D'Oeste,0.91,1100296,Rondônia,2009
902,Tartarugalzinho,6.06,1600709,Amapá,2009
903,Arenápolis,0.22,5101308,Mato Grosso,2009
904,Gurupi,0.0,1709500,Tocantins,2009
905,Lagoa da Confusão,4.28,1711902,Tocantins,2009
906,Boa Vista,0.16,1400100,Roraima,2009
907,Gurupá,5.52,1503101,Pará,2009
908,São Pedro da Água Branca,0.75,2111532,Maranhão,2009
909,Jaú do Tocantins,0.0,1711506,Tocantins,2009
910,Araguaçu,0.0,1702000,Tocantins,2009
911,Sandolândia,0.0,1718840,Tocantins,2009
912,Altamira,388.93,1500602,Pará,2009
913,Aliança do Tocantins,0.0,1700350,Tocantins,2009
914,São Sebastião do Uatumã,2.24,1303957,Amazonas,2009
915,Porto dos Gaúchos,8.83,5106802,Mato Grosso,2009
916,Sapezal,0.22,5107875,Mato Grosso,2009
917,Bragança,6.07,1501709,Pará,2009
918,Nova Santa Helena,3.73,5106190,Mato Grosso,2009
919,Alto Paraíso,11.12,1100403,Rondônia,2009
920,Araguanã,0.2,1702158,Tocantins,2009
921,São José do Rio Claro,8.61,5107305,Mato Grosso,2009
922,Pimenteiras do Oeste,4.95,1101468,Rondônia,2009
923,Mocajuba,0.34,1504604,Pará,2009
924,Iranduba,7.5,1301852,Amazonas,2009
925,Urucará,1.64,1304302,Amazonas,2009
926,Santa Isabel do Rio Negro,0.1,1303601,Amazonas,2009
927,Senador Guiomard,7.27,1200450,Acre,2009
928,Figueirópolis,0.0,1707652,Tocantins,2009
929,Coari,0.63,1301209,Amazonas,2009
930,Carauari,0.63,1301001,Amazonas,2009
931,Nova Mutum,4.37,5106224,Mato Grosso,2009
932,Nova Nazaré,0.16,5106174,Mato Grosso,2009
933,Brasil Novo,56.84,1501725,Pará,2009
934,Apuí,63.99,1300144,Amazonas,2009
935,Santa Terezinha,7.66,5107776,Mato Grosso,2009
936,Campinápolis,0.0,5102603,Mato Grosso,2009
937,Nova Mamoré,28.49,1100338,Rondônia,2009
938,Castanheiras,0.49,1100908,Rondônia,2009
939,União do Sul,2.96,5108303,Mato Grosso,2009
940,Alvorada,0.0,1700707,Tocantins,2009
941,Caroebe,23.78,1400233,Roraima,2009
942,Coroatá,18.31,2103604,Maranhão,2009
943,Pastos Bons,0.0,2108009,Maranhão,2009
944,Lago do Junco,0.0,2105807,Maranhão,2009
945,Matões do Norte,3.32,2106631,Maranhão,2009
946,Cantanhede,13.96,2102705,Maranhão,2009
947,Arame,27.76,2100956,Maranhão,2009
948,Conceição do Tocantins,0.0,1705607,Tocantins,2009
949,Tufilândia,0.0,2112274,Maranhão,2009
950,Governador Newton Bello,1.66,2104651,Maranhão,2009
951,Maranhãozinho,2.21,2106375,Maranhão,2009
952,Igarapé Grande,0.0,2105203,Maranhão,2009
953,Monção,2.91,2106904,Maranhão,2009
954,Peritoró,8.47,2108454,Maranhão,2009
955,Sucupira do Norte,0.0,2111904,Maranhão,2009
956,Formosa da Serra Negra,0.75,2104099,Maranhão,2009
957,Nova Iorque,0.0,2107308,Maranhão,2009
958,Santa Filomena do Maranhão,0.84,2109759,Maranhão,2009
959,Carutapera,3.48,2102903,Maranhão,2009
960,Rio Branco,18.54,1200401,Acre,2009
961,Satubinha,0.0,2111722,Maranhão,2009
962,Cujubim,30.7,1100940,Rondônia,2009
963,Fernando Falcão,14.39,2104081,Maranhão,2009
964,Pirapemas,10.85,2108801,Maranhão,2009
965,Centro do Guilherme,11.28,2103158,Maranhão,2009
966,Oiapoque,4.14,1600501,Amapá,2009
967,Darcinópolis,0.24,1706506,Tocantins,2009
968,Alcântara,0.1,2100204,Maranhão,2009
969,Arari,0.83,2101004,Maranhão,2009
970,Cumaru do Norte,36.5,1502764,Pará,2009
971,Miranda do Norte,0.74,2106755,Maranhão,2009
972,Penalva,0.28,2108306,Maranhão,2009
973,Brejo Grande do Araguaia,3.15,1501758,Pará,2009
974,Medicilândia,55.03,1504455,Pará,2009
975,Nova Timboteua,0.35,1505007,Pará,2009
976,Central do Maranhão,0.0,2103125,Maranhão,2009
977,Alto Alegre do Maranhão,3.45,2100436,Maranhão,2009
978,Maurilândia do Tocantins,0.14,1712801,Tocantins,2009
979,Paragominas,120.43,1505502,Pará,2009
980,Morros,0.0,2107100,Maranhão,2009
981,Itinga do Maranhão,37.93,2105427,Maranhão,2009
982,Santa Helena,1.7,2109809,Maranhão,2009
983,São João da Ponta,0.3,1507466,Pará,2009
984,Cedral,0.0,2103109,Maranhão,2009
985,São João Batista,0.0,2111003,Maranhão,2009
