,nome_municipio,area_desmatada,codigo_municipio,uf,ano
7200,Tefé,5.73,1304203,Amazonas,2017
7201,Cláudia,31.61,5103056,Mato Grosso,2017
7202,Nortelândia,0.64,5106000,Mato Grosso,2017
7203,Anori,0.24,1300102,Amazonas,2017
7204,Água Boa,1.74,5100201,Mato Grosso,2017
7205,Miranorte,0.0,1713304,Tocantins,2017
7206,Rorainópolis,33.7,1400472,Roraima,2017
7207,Cocalinho,11.42,5103106,Mato Grosso,2017
7208,Costa Marques,25.65,1100080,Rondônia,2017
7209,Macapá,0.65,1600303,Amapá,2017
7210,Mirante da Serra,4.46,1101302,Rondônia,2017
7211,Monte Alegre,31.05,1504802,Pará,2017
7212,Santa Rosa do Purus,2.39,1200435,Acre,2017
7213,Palmeirópolis,0.0,1715754,Tocantins,2017
7214,Canaã dos Carajás,1.4,1502152,Pará,2017
7215,Guimarães,0.0,2104909,Maranhão,2017
7216,Belterra,1.97,1501451,Pará,2017
7217,Itapiratins,0.0,1710904,Tocantins,2017
7218,Araguanã,0.06,2100873,Maranhão,2017
7219,Viseu,11.04,1508308,Pará,2017
7220,Uruará,88.58,1508159,Pará,2017
7221,Junco do Maranhão,0.12,2105658,Maranhão,2017
7222,Novo Aripuanã,126.57,1303304,Amazonas,2017
7223,Cotriguaçu,45.08,5103379,Mato Grosso,2017
7224,Jatobá,3.26,2105450,Maranhão,2017
7225,Rio Sono,0.0,1718758,Tocantins,2017
7226,Tracuateua,0.42,1508035,Pará,2017
7227,Breu Branco,8.9,1501782,Pará,2017
7228,Santa Tereza do Tocantins,0.0,1719004,Tocantins,2017
7229,Maracaçumé,1.71,2106326,Maranhão,2017
7230,Parintins,2.21,1303403,Amazonas,2017
7231,Porto Grande,3.02,1600535,Amapá,2017
7232,Aragominas,1.86,1701309,Tocantins,2017
7233,Pugmil,0.0,1718451,Tocantins,2017
7234,Araguacema,0.21,1701903,Tocantins,2017
7235,Novo Airão,1.53,1303205,Amazonas,2017
7236,Breves,1.04,1501808,Pará,2017
7237,Acará,18.54,1500206,Pará,2017
7238,Augustinópolis,0.25,1702554,Tocantins,2017
7239,Canutama,28.12,1300904,Amazonas,2017
7240,Serra Nova Dourada,5.18,5107883,Mato Grosso,2017
7241,Humaitá,34.56,1301704,Amazonas,2017
7242,Borba,3.37,1300805,Amazonas,2017
7243,Ourilândia do Norte,13.23,1505437,Pará,2017
7244,Cerejeiras,1.67,1100056,Rondônia,2017
7245,Mãe do Rio,0.37,1504059,Pará,2017
7246,Bom Jesus das Selvas,15.97,2102036,Maranhão,2017
7247,São João do Soter,0.0,2111078,Maranhão,2017
7248,Magalhães Barata,0.34,1504109,Pará,2017
7249,Senador Alexandre Costa,1.31,2111748,Maranhão,2017
7250,São Mateus do Maranhão,0.19,2111508,Maranhão,2017
7251,Marajá do Sena,4.57,2106359,Maranhão,2017
7252,Igarapé do Meio,0.25,2105153,Maranhão,2017
7253,Santa Rosa do Tocantins,0.0,1718907,Tocantins,2017
7254,Manacapuru,2.52,1302504,Amazonas,2017
7255,Alvarães,4.18,1300029,Amazonas,2017
7256,Cabixi,1.87,1100031,Rondônia,2017
7257,Candeias do Jamari,105.01,1100809,Rondônia,2017
7258,Nova Canaã do Norte,12.47,5106216,Mato Grosso,2017
7259,Moju,43.14,1504703,Pará,2017
7260,Maués,20.59,1302900,Amazonas,2017
7261,São Miguel do Guaporé,9.86,1100320,Rondônia,2017
7262,Santa Maria das Barreiras,16.74,1506583,Pará,2017
7263,Silves,1.06,1304005,Amazonas,2017
7264,Bandeirantes do Tocantins,0.0,1703057,Tocantins,2017
7265,Porto Alegre do Norte,0.42,5106778,Mato Grosso,2017
7266,Gaúcha do Norte,48.3,5103858,Mato Grosso,2017
7267,Nova Monte Verde,17.43,5108956,Mato Grosso,2017
7268,Cametá,1.27,1502103,Pará,2017
7269,Tarauacá,14.86,1200609,Acre,2017
7270,São José do Xingu,2.02,5107354,Mato Grosso,2017
7271,Nova Olinda do Norte,3.27,1303106,Amazonas,2017
7272,Pracuúba,0.18,1600550,Amapá,2017
7273,Bom Jesus do Araguaia,9.48,5101852,Mato Grosso,2017
7274,Santo Antônio do Içá,1.23,1303700,Amazonas,2017
7275,Tabatinga,0.45,1304062,Amazonas,2017
7276,Vitória do Xingu,7.15,1508357,Pará,2017
7277,Campos de Júlio,0.33,5102686,Mato Grosso,2017
7278,Aripuanã,91.93,5101407,Mato Grosso,2017
7279,Alvorada D'Oeste,1.13,1100346,Rondônia,2017
7280,Nova Ubiratã,43.73,5106240,Mato Grosso,2017
7281,Cruzeiro do Sul,9.45,1200203,Acre,2017
7282,Alta Floresta,11.74,5100250,Mato Grosso,2017
7283,Faro,1.15,1503002,Pará,2017
7284,Canarana,1.61,5102702,Mato Grosso,2017
7285,Cachoeira do Arari,0.0,1502004,Pará,2017
7286,Paraíso do Tocantins,0.0,1716109,Tocantins,2017
7287,Primavera de Rondônia,0.5,1101476,Rondônia,2017
7288,Cutias,0.13,1600212,Amapá,2017
7289,Cacoal,8.02,1100049,Rondônia,2017
7290,Piçarra,2.76,1505635,Pará,2017
7291,Vitória do Jari,1.1,1600808,Amapá,2017
7292,Porto Nacional,0.0,1718204,Tocantins,2017
7293,Assis Brasil,6.39,1200054,Acre,2017
7294,Planalto da Serra,0.0,5106455,Mato Grosso,2017
7295,Colinas do Tocantins,0.0,1705508,Tocantins,2017
7296,Colíder,3.52,5103205,Mato Grosso,2017
7297,Sinop,7.26,5107909,Mato Grosso,2017
7298,Muricilândia,0.0,1713957,Tocantins,2017
7299,Alta Floresta D'Oeste,19.3,1100015,Rondônia,2017
7300,Sorriso,0.6,5107925,Mato Grosso,2017
7301,Inhangapi,0.2,1503408,Pará,2017
7302,Bacabal,0.0,2101202,Maranhão,2017
7303,Primavera,0.0,1506104,Pará,2017
7304,Presidente Sarney,1.72,2109270,Maranhão,2017
7305,Lagoa Grande do Maranhão,0.54,2105963,Maranhão,2017
7306,Campestre do Maranhão,0.58,2102556,Maranhão,2017
7307,Dom Pedro,0.72,2103802,Maranhão,2017
7308,Itaguatins,0.34,1710706,Tocantins,2017
7309,Nova Olinda do Maranhão,0.1,2107357,Maranhão,2017
7310,Ananás,0.0,1701002,Tocantins,2017
7311,Santa Luzia do Paruá,0.41,2110039,Maranhão,2017
7312,Palmeirândia,0.27,2107605,Maranhão,2017
7313,Nova Esperança do Piriá,5.5,1504950,Pará,2017
7314,Alto Taquari,0.0,5100607,Mato Grosso,2017
7315,Ji-Paraná,1.21,1100122,Rondônia,2017
7316,Boa Vista do Ramos,0.9,1300680,Amazonas,2017
7317,Carolina,0.0,2102804,Maranhão,2017
7318,Japurá,0.62,1302108,Amazonas,2017
7319,Santa Bárbara do Pará,0.17,1506351,Pará,2017
7320,Monte do Carmo,0.0,1713601,Tocantins,2017
7321,Prainha,67.05,1506005,Pará,2017
7322,Tuntum,9.42,2112308,Maranhão,2017
7323,Curuçá,0.43,1502905,Pará,2017
7324,Taipas do Tocantins,0.0,1720937,Tocantins,2017
7325,Itaipava do Grajaú,0.73,2105351,Maranhão,2017
7326,Laranjal do Jari,1.82,1600279,Amapá,2017
7327,Senador La Rocque,1.31,2111763,Maranhão,2017
7328,Santa Luzia,3.12,2110005,Maranhão,2017
7329,Santana do Araguaia,14.03,1506708,Pará,2017
7330,Santo Antônio do Tauá,0.25,1507003,Pará,2017
7331,Tasso Fragoso,0.0,2112001,Maranhão,2017
7332,Porto Rico do Maranhão,0.0,2109056,Maranhão,2017
7333,Silvanópolis,0.0,1720655,Tocantins,2017
7334,Sítio Novo do Tocantins,0.17,1720804,Tocantins,2017
7335,Santa Luzia do Pará,0.35,1506559,Pará,2017
7336,Raposa,0.0,2109452,Maranhão,2017
7337,Vila Rica,5.73,5108600,Mato Grosso,2017
7338,Olinda Nova do Maranhão,0.0,2107456,Maranhão,2017
7339,Presidente Vargas,0.25,2109304,Maranhão,2017
7340,Bacurituba,0.0,2101350,Maranhão,2017
7341,Gonçalves Dias,9.8,2104404,Maranhão,2017
7342,São José de Ribamar,0.17,2111201,Maranhão,2017
7343,Altamira do Maranhão,0.0,2100402,Maranhão,2017
7344,Garrafão do Norte,0.61,1503077,Pará,2017
7345,Fortuna,5.77,2104206,Maranhão,2017
7346,São Caetano de Odivelas,0.33,1507102,Pará,2017
7347,Machadinho D'Oeste,98.35,1100130,Rondônia,2017
7348,Bequimão,0.0,2101905,Maranhão,2017
7349,Rosário,0.39,2109601,Maranhão,2017
7350,Capitão Poço,1.79,1502301,Pará,2017
7351,Bujaru,6.16,1501907,Pará,2017
7352,Monte Negro,17.99,1101401,Rondônia,2017
7353,Rodrigues Alves,5.3,1200427,Acre,2017
7354,Terra Santa,2.21,1507979,Pará,2017
7355,Bacuri,0.0,2101301,Maranhão,2017
7356,Santa Rita,2.25,2110203,Maranhão,2017
7357,Capanema,0.24,1502202,Pará,2017
7358,Presidente Dutra,0.87,2109106,Maranhão,2017
7359,Santarém,20.68,1506807,Pará,2017
7360,Melgaço,2.92,1504505,Pará,2017
7361,Peixe-Boi,1.79,1505601,Pará,2017
7362,Passagem Franca,0.0,2107902,Maranhão,2017
7363,Juruena,16.88,5105176,Mato Grosso,2017
7364,Anajás,0.0,1500701,Pará,2017
7365,Buritis,66.95,1100452,Rondônia,2017
7366,Dom Eliseu,5.63,1502939,Pará,2017
7367,Senador José Porfírio,98.75,1507805,Pará,2017
7368,Vargem Grande,0.34,2112704,Maranhão,2017
7369,Rio da Conceição,0.0,1718659,Tocantins,2017
7370,Itapecuru Mirim,2.67,2105401,Maranhão,2017
7371,Loreto,0.0,2106102,Maranhão,2017
7372,Benedito Leite,0.0,2101806,Maranhão,2017
7373,Jacundá,2.0,1503804,Pará,2017
7374,Porto Walter,3.09,1200393,Acre,2017
7375,Abel Figueiredo,0.24,1500131,Pará,2017
7376,Açailândia,4.27,2100055,Maranhão,2017
7377,Itacoatiara,11.07,1301902,Amazonas,2017
7378,São Miguel do Tocantins,0.19,1720200,Tocantins,2017
7379,Bom Lugar,0.0,2102077,Maranhão,2017
7380,Marianópolis do Tocantins,1.67,1712504,Tocantins,2017
7381,Santa Inês,0.0,2109908,Maranhão,2017
7382,Codó,2.12,2103307,Maranhão,2017
7383,Carlinda,2.31,5102793,Mato Grosso,2017
7384,Pindorama do Tocantins,0.0,1717008,Tocantins,2017
7385,Alto Parnaíba,0.0,2100501,Maranhão,2017
7386,Feliz Natal,40.5,5103700,Mato Grosso,2017
7387,São Félix do Araguaia,6.72,5107859,Mato Grosso,2017
7388,Pequizeiro,0.57,1716653,Tocantins,2017
7389,Eldorado do Carajás,1.95,1502954,Pará,2017
7390,Rio Crespo,8.04,1100262,Rondônia,2017
7391,Brasiléia,23.1,1200104,Acre,2017
7392,Tangará da Serra,0.44,5107958,Mato Grosso,2017
7393,Fonte Boa,0.43,1301605,Amazonas,2017
7394,São Miguel do Guamá,1.67,1507607,Pará,2017
7395,Nova Ipixuna,3.94,1504976,Pará,2017
7396,Filadélfia,0.0,1707702,Tocantins,2017
7397,São Domingos do Azeitão,0.0,2110658,Maranhão,2017
7398,Beruri,1.58,1300631,Amazonas,2017
7399,Espigão D'Oeste,4.25,1100098,Rondônia,2017
7400,Uiramutã,0.17,1400704,Roraima,2017
7401,Esperantinópolis,0.0,2104008,Maranhão,2017
7402,Apiacás,27.14,5100805,Mato Grosso,2017
7403,Tupiratins,0.0,1721307,Tocantins,2017
7404,Itanhangá,5.63,5104542,Mato Grosso,2017
7405,Barreirinha,3.31,1300508,Amazonas,2017
7406,Nobres,3.34,5105903,Mato Grosso,2017
7407,São Luís,0.36,2111300,Maranhão,2017
7408,Tucuruí,7.13,1508100,Pará,2017
7409,Paranã,0.0,1716208,Tocantins,2017
7410,Imperatriz,0.16,2105302,Maranhão,2017
7411,Benevides,0.21,1501501,Pará,2017
7412,São João do Carú,0.35,2111029,Maranhão,2017
7413,Cariri do Tocantins,0.0,1703867,Tocantins,2017
7414,Óbidos,17.94,1505106,Pará,2017
7415,Cidelândia,0.66,2103257,Maranhão,2017
7416,Xapuri,20.95,1200708,Acre,2017
7417,Porto Acre,8.71,1200807,Acre,2017
7418,Lavandeira,0.0,1712157,Tocantins,2017
7419,Ponte Alta do Bom Jesus,0.0,1717800,Tocantins,2017
7420,São Roberto,0.0,2111672,Maranhão,2017
7421,Alto Alegre do Pindaré,0.16,2100477,Maranhão,2017
7422,Sena Madureira,34.53,1200500,Acre,2017
7423,Abreulândia,0.15,1700251,Tocantins,2017
7424,Governador Luiz Rocha,4.71,2104628,Maranhão,2017
7425,Pedreiras,0.0,2108207,Maranhão,2017
7426,Xinguara,1.36,1508407,Pará,2017
7427,Itapuã do Oeste,13.85,1101104,Rondônia,2017
7428,São Sebastião da Boa Vista,0.07,1507706,Pará,2017
7429,Presidente Médici,0.0,2109239,Maranhão,2017
7430,São Francisco do Guaporé,14.83,1101492,Rondônia,2017
7431,Fátima,0.0,1707553,Tocantins,2017
7432,Paraibano,0.0,2107704,Maranhão,2017
7433,Placas,87.9,1505650,Pará,2017
7434,Vale do Paraíso,5.02,1101807,Rondônia,2017
7435,Manoel Urbano,17.58,1200344,Acre,2017
7436,Novo Progresso,60.58,1505031,Pará,2017
7437,Montes Altos,0.38,2107001,Maranhão,2017
7438,Chapada de Areia,0.09,1704600,Tocantins,2017
7439,Vale do Anari,10.02,1101757,Rondônia,2017
7440,Governador Edison Lobão,0.0,2104552,Maranhão,2017
7441,Dueré,2.1,1707306,Tocantins,2017
7442,Alenquer,27.47,1500404,Pará,2017
7443,Mazagão,1.49,1600402,Amapá,2017
7444,Curionópolis,1.66,1502772,Pará,2017
7445,Tailândia,13.77,1507953,Pará,2017
7446,Arapoema,0.41,1702307,Tocantins,2017
7447,Rondolândia,14.41,5107578,Mato Grosso,2017
7448,Buriticupu,12.42,2102325,Maranhão,2017
7449,São Paulo de Olivença,1.01,1303908,Amazonas,2017
7450,Cantá,9.78,1400175,Roraima,2017
7451,Apicum-Açu,0.0,2100832,Maranhão,2017
7452,Anamã,0.97,1300086,Amazonas,2017
7453,Sucupira,0.0,1720853,Tocantins,2017
7454,Presidente Médici,0.63,1100254,Rondônia,2017
7455,Pacajá,179.26,1505486,Pará,2017
7456,Paranatinga,8.54,5106307,Mato Grosso,2017
7457,Pimenta Bueno,20.91,1100189,Rondônia,2017
7458,Paço do Lumiar,0.22,2107506,Maranhão,2017
7459,Aparecida do Rio Negro,0.0,1701101,Tocantins,2017
7460,Matinha,0.0,2106508,Maranhão,2017
7461,Ulianópolis,15.38,1508126,Pará,2017
7462,Itupiranga,29.21,1503705,Pará,2017
7463,Rio Preto da Eva,2.34,1303569,Amazonas,2017
7464,Santa Rita do Trivelato,0.38,5107768,Mato Grosso,2017
7465,São João do Araguaia,4.82,1507508,Pará,2017
7466,Água Azul do Norte,8.36,1500347,Pará,2017
7467,Barra do Corda,9.85,2101608,Maranhão,2017
7468,Urucurituba,0.14,1304401,Amazonas,2017
7469,Santo Afonso,3.71,5107263,Mato Grosso,2017
7470,Muaná,0.0,1504901,Pará,2017
7471,Davinópolis,0.53,2103752,Maranhão,2017
7472,Colméia,0.0,1716703,Tocantins,2017
7473,Novo Repartimento,121.66,1505064,Pará,2017
7474,Monte Santo do Tocantins,0.0,1713700,Tocantins,2017
7475,Grajaú,9.56,2104800,Maranhão,2017
7476,Alto Alegre dos Parecis,9.25,1100379,Rondônia,2017
7477,Portel,167.57,1505809,Pará,2017
7478,Itaúba,18.42,5104559,Mato Grosso,2017
7479,Parecis,4.23,1101450,Rondônia,2017
7480,Colorado do Oeste,1.78,1100064,Rondônia,2017
7481,Presidente Kennedy,0.08,1718402,Tocantins,2017
7482,Anapu,98.43,1500859,Pará,2017
7483,Juarina,0.0,1711803,Tocantins,2017
7484,Novo Horizonte do Norte,0.31,5106273,Mato Grosso,2017
7485,Tonantins,7.85,1304237,Amazonas,2017
7486,João Lisboa,1.86,2105500,Maranhão,2017
7487,Porto Velho,346.76,1100205,Rondônia,2017
7488,Nova Olinda,0.0,1714880,Tocantins,2017
7489,Confresa,26.46,5103353,Mato Grosso,2017
7490,Curuá,5.88,1502855,Pará,2017
7491,Itapiranga,1.15,1302009,Amazonas,2017
7492,São Luís Gonzaga do Maranhão,0.39,2111409,Maranhão,2017
7493,Novo Santo Antônio,5.25,5106315,Mato Grosso,2017
7494,Novo Horizonte do Oeste,0.95,1100502,Rondônia,2017
7495,São Raimundo das Mangabeiras,0.0,2111607,Maranhão,2017
7496,Cândido Mendes,3.66,2102606,Maranhão,2017
7497,Amarante do Maranhão,8.07,2100600,Maranhão,2017
7498,Plácido de Castro,5.0,1200385,Acre,2017
7499,Serrano do Maranhão,0.0,2111789,Maranhão,2017
7500,Irituia,0.95,1503507,Pará,2017
7501,Pauini,13.56,1303502,Amazonas,2017
7502,Oeiras do Pará,7.5,1505205,Pará,2017
7503,Acrelândia,5.71,1200013,Acre,2017
7504,Almeirim,20.8,1500503,Pará,2017
7505,Ribeirão Cascalheira,9.92,5107180,Mato Grosso,2017
7506,Esperantina,0.0,1707405,Tocantins,2017
7507,Feijó,26.37,1200302,Acre,2017
7508,Couto Magalhães,0.15,1706001,Tocantins,2017
7509,Igarapé-Miri,0.49,1503309,Pará,2017
7510,Rurópolis,42.86,1506195,Pará,2017
7511,Porto Franco,1.58,2109007,Maranhão,2017
7512,Sampaio,0.0,1718808,Tocantins,2017
7513,Belém,0.27,1501402,Pará,2017
7514,Vitória do Mearim,0.67,2112902,Maranhão,2017
7515,Tupirama,0.0,1721257,Tocantins,2017
7516,São Domingos do Capim,11.44,1507201,Pará,2017
7517,Trizidela do Vale,0.0,2112233,Maranhão,2017
7518,Porto Alegre do Tocantins,0.0,1718006,Tocantins,2017
7519,Goiatins,0.0,1709005,Tocantins,2017
7520,Chapada da Natividade,0.0,1705102,Tocantins,2017
7521,São Sebastião do Tocantins,0.0,1720309,Tocantins,2017
7522,Amapá do Maranhão,5.38,2100550,Maranhão,2017
7523,Taguatinga,0.0,1720903,Tocantins,2017
7524,São Vicente Ferrer,0.0,2111706,Maranhão,2017
7525,Tocantínia,0.0,1721109,Tocantins,2017
7526,Pinheiro,1.65,2108603,Maranhão,2017
7527,Cristalândia,0.0,1706100,Tocantins,2017
7528,Aguiarnópolis,0.12,1700301,Tocantins,2017
7529,Piraquê,0.49,1717206,Tocantins,2017
7530,Bonito,0.63,1501600,Pará,2017
7531,Fortaleza dos Nogueiras,0.0,2104107,Maranhão,2017
7532,Terra Alta,0.0,1507961,Pará,2017
7533,Lago da Pedra,0.0,2105708,Maranhão,2017
7534,Balsas,0.0,2101400,Maranhão,2017
7535,Ipixuna do Pará,8.38,1503457,Pará,2017
7536,Santo Antônio dos Lopes,0.7,2110302,Maranhão,2017
7537,Serra do Navio,0.07,1600055,Amapá,2017
7538,Pau D'Arco,0.37,1716307,Tocantins,2017
7539,Concórdia do Pará,3.1,1502756,Pará,2017
7540,Lima Campos,0.36,2106003,Maranhão,2017
7541,São João do Paraíso,0.0,2111052,Maranhão,2017
7542,Boa Vista do Gurupi,3.07,2101970,Maranhão,2017
7543,Ponte Alta do Tocantins,0.0,1717909,Tocantins,2017
7544,Nazaré,0.15,1714302,Tocantins,2017
7545,Aveiro,30.65,1501006,Pará,2017
7546,Nova União,1.23,1101435,Rondônia,2017
7547,Boca do Acre,94.21,1300706,Amazonas,2017
7548,Luciara,0.15,5105309,Mato Grosso,2017
7549,Xambioá,0.56,1722107,Tocantins,2017
7550,Barcelos,1.11,1300409,Amazonas,2017
7551,Guaraí,1.05,1709302,Tocantins,2017
7552,Codajás,1.4,1301308,Amazonas,2017
7553,Querência,17.36,5107065,Mato Grosso,2017
7554,São Luiz,3.61,1400605,Roraima,2017
7555,Careiro,1.59,1301100,Amazonas,2017
7556,Pium,0.14,1717503,Tocantins,2017
7557,Brasnorte,25.27,5101902,Mato Grosso,2017
7558,Paranaíta,40.99,5106299,Mato Grosso,2017
7559,Oriximiná,11.55,1505304,Pará,2017
7560,Amajari,9.03,1400027,Roraima,2017
7561,Baião,5.2,1501204,Pará,2017
7562,Pacaraima,0.32,1400456,Roraima,2017
7563,Tabocão,0.0,1708254,Tocantins,2017
7564,São Salvador do Tocantins,0.0,1720259,Tocantins,2017
7565,Ipueiras,0.0,1709807,Tocantins,2017
7566,Juruá,0.6,1302207,Amazonas,2017
7567,Santana,0.22,1600600,Amapá,2017
7568,Jutaí,9.42,1302306,Amazonas,2017
7569,Crixás do Tocantins,0.0,1706258,Tocantins,2017
7570,Angico,0.07,1701051,Tocantins,2017
7571,Palestina do Pará,1.32,1505494,Pará,2017
7572,Alto Boa Vista,6.34,5100359,Mato Grosso,2017
7573,Turiaçu,2.33,2112407,Maranhão,2017
7574,Wanderlândia,0.09,1722081,Tocantins,2017
7575,Viana,0.17,2112803,Maranhão,2017
7576,Pedro Afonso,0.17,1716505,Tocantins,2017
7577,Riachinho,0.28,1718550,Tocantins,2017
7578,São Valério,0.0,1720499,Tocantins,2017
7579,Cachoeira do Piriá,20.99,1501956,Pará,2017
7580,Castanhal,0.91,1502400,Pará,2017
7581,Rondon do Pará,19.25,1506187,Pará,2017
7582,Barra do Ouro,0.0,1703073,Tocantins,2017
7583,Tomé-Açu,11.49,1508001,Pará,2017
7584,Poção de Pedras,0.0,2108900,Maranhão,2017
7585,São Bento,0.0,2110500,Maranhão,2017
7586,Godofredo Viana,2.49,2104305,Maranhão,2017
7587,Presidente Juscelino,1.29,2109205,Maranhão,2017
7588,São Pedro dos Crentes,0.0,2111573,Maranhão,2017
7589,Buriti do Tocantins,0.0,1703800,Tocantins,2017
7590,Centro Novo do Maranhão,6.62,2103174,Maranhão,2017
7591,Careiro da Várzea,5.54,1301159,Amazonas,2017
7592,Buriti Bravo,2.36,2102309,Maranhão,2017
7593,Pedro do Rosário,1.59,2108256,Maranhão,2017
7594,Palmeirante,0.0,1715705,Tocantins,2017
7595,Palmeiras do Tocantins,0.23,1713809,Tocantins,2017
7596,Carrasco Bonito,0.0,1703891,Tocantins,2017
7597,Conceição do Lago-Açu,0.0,2103554,Maranhão,2017
7598,Vitorino Freire,0.0,2113009,Maranhão,2017
7599,São Domingos do Araguaia,1.55,1507151,Pará,2017
7600,Almas,0.0,1700400,Tocantins,2017
7601,Lajeado,0.0,1712009,Tocantins,2017
7602,Feira Nova do Maranhão,0.0,2104073,Maranhão,2017
7603,Icatu,0.0,2105104,Maranhão,2017
7604,Cururupu,0.0,2103703,Maranhão,2017
7605,Itacajá,0.0,1710508,Tocantins,2017
7606,Luís Domingues,1.02,2106201,Maranhão,2017
7607,Campos Lindos,0.0,1703842,Tocantins,2017
7608,Aurora do Pará,4.62,1500958,Pará,2017
7609,Peri Mirim,0.0,2108405,Maranhão,2017
7610,Capinzal do Norte,0.22,2102754,Maranhão,2017
7611,Cachoeirinha,0.0,1703826,Tocantins,2017
7612,Bela Vista do Maranhão,0.0,2101772,Maranhão,2017
7613,Carmolândia,0.0,1703883,Tocantins,2017
7614,Santa Rita do Tocantins,0.15,1718899,Tocantins,2017
7615,Ministro Andreazza,1.65,1101203,Rondônia,2017
7616,Ponta de Pedras,0.0,1505700,Pará,2017
7617,Chupinguaia,9.2,1100924,Rondônia,2017
7618,Castanheira,7.72,5102850,Mato Grosso,2017
7619,Manaquiri,1.0,1302553,Amazonas,2017
7620,Marcelândia,47.99,5105580,Mato Grosso,2017
7621,Formoso do Araguaia,1.97,1708205,Tocantins,2017
7622,São Felipe D'Oeste,0.09,1101484,Rondônia,2017
7623,Brejinho de Nazaré,0.0,1703701,Tocantins,2017
7624,Juara,21.47,5105101,Mato Grosso,2017
7625,Guarantã do Norte,7.32,5104104,Mato Grosso,2017
7626,Nova Marilândia,4.13,5108857,Mato Grosso,2017
7627,Bernardo do Mearim,0.38,2101939,Maranhão,2017
7628,Terra Nova do Norte,4.38,5108055,Mato Grosso,2017
7629,Indiavaí,0.0,5104500,Mato Grosso,2017
7630,Soure,0.53,1507904,Pará,2017
7631,Caapiranga,1.15,1300839,Amazonas,2017
7632,Marabá,41.62,1504208,Pará,2017
7633,Nova Brasilândia D'Oeste,3.22,1100148,Rondônia,2017
7634,Campo Novo do Parecis,0.24,5102637,Mato Grosso,2017
7635,Guajará-Mirim,4.18,1100106,Rondônia,2017
7636,Mojuí dos Campos,19.26,1504752,Pará,2017
7637,Benjamin Constant,0.44,1300607,Amazonas,2017
7638,Dois Irmãos do Tocantins,0.0,1707207,Tocantins,2017
7639,Jaru,1.96,1100114,Rondônia,2017
7640,Jordão,2.49,1200328,Acre,2017
7641,Mucajaí,8.33,1400308,Roraima,2017
7642,Normandia,0.0,1400407,Roraima,2017
7643,Juína,32.86,5105150,Mato Grosso,2017
7644,Corumbiara,2.71,1100072,Rondônia,2017
7645,Urupá,0.79,1101708,Rondônia,2017
7646,Trairão,81.24,1508050,Pará,2017
7647,Atalaia do Norte,1.24,1300201,Amazonas,2017
7648,Nhamundá,1.81,1303007,Amazonas,2017
7649,Barra do Garças,0.64,5101803,Mato Grosso,2017
7650,São Domingos do Maranhão,9.63,2110708,Maranhão,2017
7651,Bagre,1.42,1501105,Pará,2017
7652,São Bento do Tocantins,0.35,1720101,Tocantins,2017
7653,Juruti,11.59,1503903,Pará,2017
7654,Colniza,174.44,5103254,Mato Grosso,2017
7655,Quatipuru,0.21,1506112,Pará,2017
7656,Salinópolis,0.09,1506203,Pará,2017
7657,Babaçulândia,0.0,1703008,Tocantins,2017
7658,Zé Doca,0.64,2114007,Maranhão,2017
7659,Sapucaia,3.84,1507755,Pará,2017
7660,Colares,0.17,1502608,Pará,2017
7661,Araguatins,3.24,1702208,Tocantins,2017
7662,Pio XII,0.0,2108702,Maranhão,2017
7663,Novo Jardim,0.0,1715259,Tocantins,2017
7664,Marechal Thaumaturgo,2.59,1200351,Acre,2017
7665,Teixeirópolis,0.01,1101559,Rondônia,2017
7666,São Francisco do Pará,0.24,1507409,Pará,2017
7667,Paulo Ramos,0.2,2108108,Maranhão,2017
7668,Nova Colinas,0.0,2107258,Maranhão,2017
7669,Santa Maria do Tocantins,0.0,1718881,Tocantins,2017
7670,Arraias,0.0,1702406,Tocantins,2017
7671,Salvaterra,2.44,1506302,Pará,2017
7672,Manicoré,99.4,1302702,Amazonas,2017
7673,Santa Maria do Pará,0.08,1506609,Pará,2017
7674,Cajapió,0.0,2102408,Maranhão,2017
7675,Bom Jardim,14.83,2102002,Maranhão,2017
7676,Peixe,0.0,1716604,Tocantins,2017
7677,Governador Archer,1.23,2104503,Maranhão,2017
7678,Curralinho,0.15,1502806,Pará,2017
7679,Talismã,0.0,1720978,Tocantins,2017
7680,Timbiras,0.34,2112100,Maranhão,2017
7681,Igarapé-Açu,0.62,1503200,Pará,2017
7682,Lago Verde,0.0,2105906,Maranhão,2017
7683,Itamarati,0.83,1301951,Amazonas,2017
7684,Lábrea,276.87,1302405,Amazonas,2017
7685,Luzinópolis,0.0,1712454,Tocantins,2017
7686,Brasilândia do Tocantins,0.0,1703602,Tocantins,2017
7687,Axixá,0.0,2101103,Maranhão,2017
7688,Brejo de Areia,0.48,2102150,Maranhão,2017
7689,Marituba,0.11,1504422,Pará,2017
7690,Recursolândia,0.76,1718501,Tocantins,2017
7691,Praia Norte,1.02,1718303,Tocantins,2017
7692,Sítio Novo,0.07,2111805,Maranhão,2017
7693,Ouro Preto do Oeste,33.78,1100155,Rondônia,2017
7694,São Félix do Tocantins,0.0,1720150,Tocantins,2017
7695,Marapanim,0.69,1504406,Pará,2017
7696,Bacabeira,0.52,2101251,Maranhão,2017
7697,Santarém Novo,0.28,1506906,Pará,2017
7698,Mirador,0.0,2106706,Maranhão,2017
7699,Vila Nova dos Martírios,1.1,2112852,Maranhão,2017
